job.id,submitted,started,done,error,mem.used,batch.id,log.file,job.hash,job.name,repl,time.queued,time.running,problem,algorithm,tags,algo,task,start.hours,end.hours
21,2025-03-25T12:04:45.542700Z,2025-03-25T12:50:01.654100Z,2025-03-25T16:55:54.071400Z,,,54778789_21,job77ad22aa390c5e2ebde0905bd77bffd1.log_21,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,21,2716.11139988899,14752.4172999859,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.111161638895671,4.20905533333619
22,2025-03-25T12:04:45.542700Z,2025-03-25T12:50:01.656700Z,2025-03-25T17:02:00.720400Z,,,54778789_22,job77ad22aa390c5e2ebde0905bd77bffd1.log_22,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,22,2716.1139998436,15119.0637001991,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.111162361105283,4.31090227782726
23,2025-03-25T12:04:45.542700Z,2025-03-25T12:50:10.588900Z,2025-03-25T18:21:00.044100Z,,,54778789_23,job77ad22aa390c5e2ebde0905bd77bffd1.log_23,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,23,2725.046200037,19849.4551999569,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.113643527825673,5.62738108336926
24,2025-03-25T12:04:45.542700Z,2025-03-25T12:50:00.149800Z,2025-03-25T17:39:01.520400Z,,,54778789_24,job77ad22aa390c5e2ebde0905bd77bffd1.log_24,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,24,2714.60710000992,17341.3705999851,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.11074377781815,4.92779116670291
25,2025-03-25T12:04:45.542700Z,2025-03-25T12:50:01.547400Z,2025-03-25T17:37:40.475300Z,,,54778789_25,job77ad22aa390c5e2ebde0905bd77bffd1.log_25,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,25,2716.00469994545,17258.9279000759,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.111132000022464,4.90527863893244
26,2025-03-25T12:04:45.542700Z,2025-03-25T12:50:02.305100Z,2025-03-25T17:36:42.428500Z,,,54778789_26,job77ad22aa390c5e2ebde0905bd77bffd1.log_26,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,26,2716.76239991188,17200.1233999729,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.111342472235362,4.88915452778339
27,2025-03-25T12:04:45.542700Z,2025-03-25T12:50:03.173900Z,2025-03-25T17:11:59.227100Z,,,54778789_27,job77ad22aa390c5e2ebde0905bd77bffd1.log_27,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,27,2717.63119983673,15716.0532000065,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.11158380554782,4.47715413888295
28,2025-03-25T12:04:45.542700Z,2025-03-25T12:50:03.162800Z,2025-03-25T17:08:19.424900Z,,,54778789_28,job77ad22aa390c5e2ebde0905bd77bffd1.log_28,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,28,2717.62010002136,15496.2620999813,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.111580722265773,4.41609797226058
29,2025-03-25T12:04:45.542700Z,2025-03-25T12:50:03.174300Z,2025-03-25T17:18:02.537600Z,,,54778789_29,job77ad22aa390c5e2ebde0905bd77bffd1.log_29,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,29,2717.63159990311,16079.3633000851,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.111583916677369,4.57807372225656
30,2025-03-25T12:04:45.542700Z,2025-03-25T12:50:03.163600Z,2025-03-25T17:22:38.635800Z,,,54778789_30,job77ad22aa390c5e2ebde0905bd77bffd1.log_30,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,30,2717.6208999157,16355.4721999168,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.111580944458644,4.65476766665777
31,2025-03-25T12:04:45.542700Z,2025-03-25T12:53:40.862800Z,2025-03-25T16:52:59.883500Z,,,54778789_31,job77ad22aa390c5e2ebde0905bd77bffd1.log_31,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,31,2935.32009983063,14359.0207002163,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.172052944435014,4.16066980560621
32,2025-03-25T12:04:45.542700Z,2025-03-25T12:53:40.862300Z,2025-03-25T16:59:18.232300Z,,,54778789_32,job77ad22aa390c5e2ebde0905bd77bffd1.log_32,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,32,2935.31959986687,14737.370000124,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.172052805556191,4.26576669447952
33,2025-03-25T12:04:45.542700Z,2025-03-25T12:53:40.858700Z,2025-03-25T17:12:16.704700Z,,,54778789_33,job77ad22aa390c5e2ebde0905bd77bffd1.log_33,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,33,2935.31599998474,15515.8459999561,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.172051805588934,4.48200902779897
34,2025-03-25T12:04:45.542700Z,2025-03-25T12:53:40.861700Z,2025-03-25T17:11:11.913700Z,,,54778789_34,job77ad22aa390c5e2ebde0905bd77bffd1.log_34,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,34,2935.31900000572,15451.0520000458,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.172052638928096,4.4640115278297
35,2025-03-25T12:04:45.542700Z,2025-03-25T12:53:40.858700Z,2025-03-25T17:18:07.399800Z,,,54778789_35,job77ad22aa390c5e2ebde0905bd77bffd1.log_35,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,35,2935.31599998474,15866.5411000252,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.172051805588934,4.57942433337371
36,2025-03-25T12:04:45.542700Z,2025-03-25T12:53:40.858600Z,2025-03-25T16:52:58.912500Z,,,54778789_36,job77ad22aa390c5e2ebde0905bd77bffd1.log_36,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,36,2935.31589984894,14358.0539000034,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.172051777773433,4.16040008332994
37,2025-03-25T12:04:45.542700Z,2025-03-25T12:53:40.858600Z,2025-03-25T16:48:59.021900Z,,,54778789_37,job77ad22aa390c5e2ebde0905bd77bffd1.log_37,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,37,2935.31589984894,14118.1633000374,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.172051777773433,4.0937638055616
38,2025-03-25T12:04:45.542700Z,2025-03-25T12:53:40.861700Z,2025-03-25T16:52:13.741600Z,,,54778789_38,job77ad22aa390c5e2ebde0905bd77bffd1.log_38,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,38,2935.31900000572,14312.8798999786,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.172052638928096,4.14785261114438
39,2025-03-25T12:04:45.542700Z,2025-03-25T12:53:40.857700Z,2025-03-25T16:57:13.518500Z,,,54778789_39,job77ad22aa390c5e2ebde0905bd77bffd1.log_39,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,39,2935.31500005722,14612.6607999802,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.17205152783129,4.23112397227022
40,2025-03-25T12:04:45.542700Z,2025-03-25T12:53:40.861700Z,2025-03-25T17:00:05.428500Z,,,54778789_40,job77ad22aa390c5e2ebde0905bd77bffd1.log_40,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,40,2935.31900000572,14784.5667998791,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.172052638928096,4.27887675000562
41,2025-03-25T12:04:45.542700Z,2025-03-25T12:57:09.792100Z,2025-03-25T16:56:41.274200Z,,,54778789_41,job77ad22aa390c5e2ebde0905bd77bffd1.log_41,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,41,3144.24939990044,14371.4821000099,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.230088861121072,4.22216722223494
42,2025-03-25T12:04:45.542700Z,2025-03-25T12:57:07.373800Z,2025-03-25T17:47:17.000400Z,,,54778789_42,job77ad22aa390c5e2ebde0905bd77bffd1.log_42,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,42,3141.83109998703,17409.6266000271,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.229417111145126,5.06542450004154
43,2025-03-25T12:04:45.542700Z,2025-03-25T12:57:07.373800Z,2025-03-25T17:31:02.503300Z,,,54778789_43,job77ad22aa390c5e2ebde0905bd77bffd1.log_43,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,43,3141.83109998703,16435.1294999123,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.229417111145126,4.79473086112075
44,2025-03-25T12:04:45.542700Z,2025-03-25T12:57:17.250200Z,2025-03-25T17:24:56.399Z,,,54778789_44,job77ad22aa390c5e2ebde0905bd77bffd1.log_44,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,44,3151.70749998093,16059.1487998962,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.232160555587875,4.69303522222572
45,2025-03-25T12:04:45.542700Z,2025-03-25T12:57:17.250600Z,2025-03-25T17:42:52.258200Z,,,54778789_45,job77ad22aa390c5e2ebde0905bd77bffd1.log_45,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,45,3151.7079000473,17135.0075998306,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.232160666717423,4.99188500000371
46,2025-03-25T12:04:45.542700Z,2025-03-25T12:57:17.250200Z,2025-03-25T17:32:42.704900Z,,,54778789_46,job77ad22aa390c5e2ebde0905bd77bffd1.log_46,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,46,3151.70749998093,16525.4546999931,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.232160555587875,4.8225646389193
47,2025-03-25T12:04:45.542700Z,2025-03-25T12:57:17.250200Z,2025-03-25T17:37:14.185800Z,,,54778789_47,job77ad22aa390c5e2ebde0905bd77bffd1.log_47,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,47,3151.70749998093,16796.9356000423,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.232160555587875,4.89797600004408
48,2025-03-25T12:04:45.542700Z,2025-03-25T12:57:08.224900Z,2025-03-25T17:20:20.062Z,,,54778789_48,job77ad22aa390c5e2ebde0905bd77bffd1.log_48,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,48,3142.68219995499,15791.837100029,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.229653527802891,4.61627494447761
49,2025-03-25T12:04:45.542700Z,2025-03-25T12:57:07.374400Z,2025-03-25T17:03:57.462600Z,,,54778789_49,job77ad22aa390c5e2ebde0905bd77bffd1.log_49,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,49,3141.83169984818,14810.0882000923,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.229417277773221,4.34333066668775
50,2025-03-25T12:04:45.542700Z,2025-03-25T12:57:38.157400Z,2025-03-25T17:02:19.257700Z,,,54778789_50,job77ad22aa390c5e2ebde0905bd77bffd1.log_50,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,50,3172.61469984055,14681.1003000736,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.237968111104435,4.31605152779155
51,2025-03-25T12:04:45.542700Z,2025-03-25T13:00:28.578Z,2025-03-25T17:37:22.092300Z,,,54778789_51,job77ad22aa390c5e2ebde0905bd77bffd1.log_51,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,51,3343.0353000164,16613.5142998695,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.28530716670884,4.90017225000593
52,2025-03-25T12:04:45.542700Z,2025-03-25T13:00:28.578300Z,2025-03-25T17:39:14.273900Z,,,54778789_52,job77ad22aa390c5e2ebde0905bd77bffd1.log_52,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,52,3343.03559994698,16725.6956000328,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.285307250022888,4.93133380558756
53,2025-03-25T12:04:45.542700Z,2025-03-25T13:00:30.577700Z,2025-03-25T17:45:31.849900Z,,,54778789_53,job77ad22aa390c5e2ebde0905bd77bffd1.log_53,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,53,3345.03499984741,17101.2722001076,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.285862638884121,5.03621602780289
54,2025-03-25T12:04:45.542700Z,2025-03-25T13:00:30.580700Z,2025-03-25T18:00:13.644500Z,,,54778789_54,job77ad22aa390c5e2ebde0905bd77bffd1.log_54,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,54,3345.03799986839,17983.0638000965,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.285863472223282,5.28115897225009
55,2025-03-25T12:04:45.542700Z,2025-03-25T13:00:28.606800Z,2025-03-25T17:37:06.049600Z,,,54778789_55,job77ad22aa390c5e2ebde0905bd77bffd1.log_55,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,55,3343.06410002708,16597.4427998066,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.285315166711807,4.89571594443586
56,2025-03-25T12:04:45.542700Z,2025-03-25T13:00:28.541400Z,2025-03-25T17:38:31.520300Z,,,54778789_56,job77ad22aa390c5e2ebde0905bd77bffd1.log_56,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,56,3342.99869990349,16682.9788999558,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.285297000010808,4.91945780555407
57,2025-03-25T12:04:45.542700Z,2025-03-25T13:00:28.476500Z,2025-03-25T17:41:30.945600Z,,,54778789_57,job77ad22aa390c5e2ebde0905bd77bffd1.log_57,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,57,3342.93379998207,16862.4690999985,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.285278972254859,4.96929816669888
58,2025-03-25T12:04:45.542700Z,2025-03-25T13:00:28.428300Z,2025-03-25T17:38:11.479500Z,,,54778789_58,job77ad22aa390c5e2ebde0905bd77bffd1.log_58,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,58,3342.88559985161,16663.0512001514,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.285265583329731,4.91389091670513
59,2025-03-25T12:04:45.542700Z,2025-03-25T13:00:33.964Z,2025-03-25T16:50:49.970100Z,,,54778789_59,job77ad22aa390c5e2ebde0905bd77bffd1.log_59,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,59,3348.42129993439,13816.0060999393,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.286803277797169,4.12458275000254
60,2025-03-25T12:04:45.542700Z,2025-03-25T13:00:33.911Z,2025-03-25T16:55:47.612Z,,,54778789_60,job77ad22aa390c5e2ebde0905bd77bffd1.log_60,job77ad22aa390c5e2ebde0905bd77bffd1,0f4f5711-194b-4ba2-bd7e-59de9097a907,60,3348.36829996109,14113.7009999752,ce2f347d4dd7afc8,run_learner,,torch_conv,MNIST_EMNIST_rot,0.286788555582364,4.20726105557548
61,2025-03-25T12:04:45.542700Z,2025-03-25T13:04:04.652500Z,2025-03-25T17:26:20.579300Z,,,54778789_61,job77ad22aa390c5e2ebde0905bd77bffd1.log_61,job77ad22aa390c5e2ebde0905bd77bffd1,204f41c7-85be-473b-b06d-b1bb82a9967b,1,3559.10979986191,15735.9268000126,ce2f347d4dd7afc8,run_learner,,torch_linear,MNIST_EMNIST_rot,0.345327861110369,4.71641863889164
62,2025-03-25T12:04:45.542700Z,2025-03-25T13:04:12.023600Z,2025-03-25T17:37:41.779900Z,,,54778789_62,job77ad22aa390c5e2ebde0905bd77bffd1.log_62,job77ad22aa390c5e2ebde0905bd77bffd1,204f41c7-85be-473b-b06d-b1bb82a9967b,2,3566.48090004921,16409.7562999725,ce2f347d4dd7afc8,run_learner,,torch_linear,MNIST_EMNIST_rot,0.347375388940175,4.90564102782144
63,2025-03-25T12:04:45.542700Z,2025-03-25T13:04:04.991700Z,2025-03-25T17:24:38.820100Z,,,54778789_63,job77ad22aa390c5e2ebde0905bd77bffd1.log_63,job77ad22aa390c5e2ebde0905bd77bffd1,204f41c7-85be-473b-b06d-b1bb82a9967b,3,3559.44899988174,15633.828400135,ce2f347d4dd7afc8,run_learner,,torch_linear,MNIST_EMNIST_rot,0.345422083338102,4.68815219448672
